o_bor,d_bor,occ_type,count,is_prof
Barnet,Lambeth,6_caring_leisure,51,FALSE
Barnet,Lambeth,7_sales_customer,67,FALSE
Barnet,Lambeth,8_machine_operatives,36,FALSE
Barnet,Lambeth,9_elementary,82,FALSE
Barnet,Lewisham,1_managers_senior,22,TRUE
Barnet,Lewisham,2_professional,49,TRUE
Barnet,Lewisham,3_associate_professional,20,TRUE
Barnet,Lewisham,4_administrative,15,FALSE
Barnet,Lewisham,5_trade,11,FALSE
Barnet,Lewisham,6_caring_leisure,17,FALSE
Barnet,Lewisham,7_sales_customer,59,FALSE
Barnet,Lewisham,8_machine_operatives,6,FALSE
Barnet,Lewisham,9_elementary,11,FALSE
Barnet,Merton,1_managers_senior,20,TRUE
Barnet,Merton,2_professional,54,TRUE
Barnet,Merton,3_associate_professional,37,TRUE
Barnet,Merton,4_administrative,14,FALSE
Barnet,Merton,5_trade,24,FALSE
Barnet,Merton,6_caring_leisure,11,FALSE
Barnet,Merton,7_sales_customer,15,FALSE
Barnet,Merton,8_machine_operatives,21,FALSE
Barnet,Merton,9_elementary,12,FALSE
Barnet,Newham,1_managers_senior,72,TRUE
Barnet,Newham,2_professional,166,TRUE
Barnet,Newham,3_associate_professional,93,TRUE
Barnet,Newham,4_administrative,57,FALSE
Barnet,Newham,5_trade,39,FALSE
Barnet,Newham,6_caring_leisure,32,FALSE
Barnet,Newham,7_sales_customer,72,FALSE
Barnet,Newham,8_machine_operatives,17,FALSE
Barnet,Newham,9_elementary,53,FALSE
Barnet,Redbridge,1_managers_senior,51,TRUE
Barnet,Redbridge,2_professional,141,TRUE
Barnet,Redbridge,3_associate_professional,43,TRUE
Barnet,Redbridge,4_administrative,26,FALSE
Barnet,Redbridge,5_trade,24,FALSE
Barnet,Redbridge,6_caring_leisure,13,FALSE
Barnet,Redbridge,7_sales_customer,22,FALSE
Barnet,Redbridge,8_machine_operatives,9,FALSE
Barnet,Redbridge,9_elementary,9,FALSE
Barnet,Richmond upon Thames,1_managers_senior,40,TRUE
Barnet,Richmond upon Thames,2_professional,85,TRUE
Barnet,Richmond upon Thames,3_associate_professional,61,TRUE
Barnet,Richmond upon Thames,4_administrative,39,FALSE
Barnet,Richmond upon Thames,5_trade,30,FALSE
Barnet,Richmond upon Thames,6_caring_leisure,32,FALSE
Barnet,Richmond upon Thames,7_sales_customer,33,FALSE
Barnet,Richmond upon Thames,8_machine_operatives,22,FALSE
Barnet,Richmond upon Thames,9_elementary,41,FALSE
Barnet,Southwark,1_managers_senior,317,TRUE
Barnet,Southwark,2_professional,916,TRUE
Barnet,Southwark,3_associate_professional,469,TRUE
Barnet,Southwark,4_administrative,282,FALSE
Barnet,Southwark,5_trade,86,FALSE
Barnet,Southwark,6_caring_leisure,53,FALSE
Barnet,Southwark,7_sales_customer,79,FALSE
Barnet,Southwark,8_machine_operatives,45,FALSE
Barnet,Southwark,9_elementary,110,FALSE
Barnet,Sutton,1_managers_senior,10,TRUE
Barnet,Sutton,2_professional,16,TRUE
Barnet,Sutton,3_associate_professional,8,TRUE
Barnet,Sutton,4_administrative,10,FALSE
Barnet,Sutton,5_trade,5,FALSE
Barnet,Sutton,6_caring_leisure,4,FALSE
Barnet,Sutton,7_sales_customer,2,FALSE
Barnet,Sutton,8_machine_operatives,2,FALSE
Barnet,Sutton,9_elementary,11,FALSE
Barnet,Tower Hamlets,1_managers_senior,706,TRUE
Barnet,Tower Hamlets,2_professional,1197,TRUE
Barnet,Tower Hamlets,3_associate_professional,719,TRUE
Barnet,Tower Hamlets,4_administrative,348,FALSE
Barnet,Tower Hamlets,5_trade,118,FALSE
Barnet,Tower Hamlets,6_caring_leisure,67,FALSE
Barnet,Tower Hamlets,7_sales_customer,149,FALSE
Barnet,Tower Hamlets,8_machine_operatives,61,FALSE
Barnet,Tower Hamlets,9_elementary,96,FALSE
Barnet,Waltham Forest,1_managers_senior,89,TRUE
Barnet,Waltham Forest,2_professional,240,TRUE
Barnet,Waltham Forest,3_associate_professional,74,TRUE
Barnet,Waltham Forest,4_administrative,53,FALSE
Barnet,Waltham Forest,5_trade,26,FALSE
Barnet,Waltham Forest,6_caring_leisure,20,FALSE
Barnet,Waltham Forest,7_sales_customer,28,FALSE
Barnet,Waltham Forest,8_machine_operatives,25,FALSE
Barnet,Waltham Forest,9_elementary,30,FALSE
Barnet,Wandsworth,1_managers_senior,71,TRUE
Barnet,Wandsworth,2_professional,141,TRUE
Barnet,Wandsworth,3_associate_professional,87,TRUE
Barnet,Wandsworth,4_administrative,43,FALSE
Barnet,Wandsworth,5_trade,38,FALSE
Barnet,Wandsworth,6_caring_leisure,48,FALSE
Barnet,Wandsworth,7_sales_customer,51,FALSE
Barnet,Wandsworth,8_machine_operatives,24,FALSE
Barnet,Wandsworth,9_elementary,64,FALSE
Barnet,Westminster,1_managers_senior,2733,TRUE
Barnet,Westminster,2_professional,4055,TRUE
Barnet,Westminster,3_associate_professional,2977,TRUE
Barnet,Westminster,4_administrative,2674,FALSE
Barnet,Westminster,5_trade,687,FALSE
Barnet,Westminster,6_caring_leisure,755,FALSE
Barnet,Westminster,7_sales_customer,1225,FALSE
Barnet,Westminster,8_machine_operatives,257,FALSE
Barnet,Westminster,9_elementary,1309,FALSE
Bexley,Barking and Dagenham,1_managers_senior,30,TRUE
Bexley,Barking and Dagenham,2_professional,35,TRUE
Bexley,Barking and Dagenham,3_associate_professional,37,TRUE
Bexley,Barking and Dagenham,4_administrative,31,FALSE
Bexley,Barking and Dagenham,5_trade,44,FALSE
Bexley,Barking and Dagenham,6_caring_leisure,9,FALSE
Bexley,Barking and Dagenham,7_sales_customer,18,FALSE
Bexley,Barking and Dagenham,8_machine_operatives,91,FALSE
Bexley,Barking and Dagenham,9_elementary,28,FALSE
Bexley,Barnet,1_managers_senior,7,TRUE
Bexley,Barnet,2_professional,29,TRUE
Bexley,Barnet,3_associate_professional,21,TRUE
Bexley,Barnet,4_administrative,14,FALSE
Bexley,Barnet,5_trade,20,FALSE
Bexley,Barnet,6_caring_leisure,17,FALSE
Bexley,Barnet,7_sales_customer,6,FALSE
Bexley,Barnet,8_machine_operatives,9,FALSE
Bexley,Barnet,9_elementary,8,FALSE
Bexley,Bexley,1_managers_senior,1862,TRUE
Bexley,Bexley,2_professional,3082,TRUE
Bexley,Bexley,3_associate_professional,1921,TRUE
Bexley,Bexley,4_administrative,4428,FALSE
Bexley,Bexley,5_trade,1921,FALSE
Bexley,Bexley,6_caring_leisure,3705,FALSE
Bexley,Bexley,7_sales_customer,3511,FALSE
Bexley,Bexley,8_machine_operatives,1737,FALSE
Bexley,Bexley,9_elementary,3709,FALSE
Bexley,Brent,1_managers_senior,21,TRUE
Bexley,Brent,2_professional,16,TRUE
Bexley,Brent,3_associate_professional,28,TRUE
Bexley,Brent,4_administrative,14,FALSE
Bexley,Brent,5_trade,19,FALSE
Bexley,Brent,6_caring_leisure,7,FALSE
Bexley,Brent,7_sales_customer,26,FALSE
Bexley,Brent,8_machine_operatives,13,FALSE
Bexley,Brent,9_elementary,17,FALSE
Bexley,Bromley,1_managers_senior,450,TRUE
Bexley,Bromley,2_professional,706,TRUE
Bexley,Bromley,3_associate_professional,640,TRUE
Bexley,Bromley,4_administrative,913,FALSE
Bexley,Bromley,5_trade,438,FALSE
Bexley,Bromley,6_caring_leisure,474,FALSE
Bexley,Bromley,7_sales_customer,578,FALSE
Bexley,Bromley,8_machine_operatives,277,FALSE
Bexley,Bromley,9_elementary,370,FALSE
Bexley,Camden,1_managers_senior,208,TRUE
Bexley,Camden,2_professional,524,TRUE
Bexley,Camden,3_associate_professional,435,TRUE
Bexley,Camden,4_administrative,698,FALSE
Bexley,Camden,5_trade,129,FALSE
Bexley,Camden,6_caring_leisure,72,FALSE
Bexley,Camden,7_sales_customer,111,FALSE
Bexley,Camden,8_machine_operatives,87,FALSE
Bexley,Camden,9_elementary,127,FALSE
Bexley,City of London,1_managers_senior,690,TRUE
Bexley,City of London,2_professional,861,TRUE
Bexley,City of London,3_associate_professional,1479,TRUE
Bexley,City of London,4_administrative,2156,FALSE
Bexley,City of London,5_trade,246,FALSE
Bexley,City of London,6_caring_leisure,84,FALSE
Bexley,City of London,7_sales_customer,126,FALSE
Bexley,City of London,8_machine_operatives,72,FALSE
Bexley,City of London,9_elementary,274,FALSE
Bexley,Croydon,1_managers_senior,58,TRUE
Bexley,Croydon,2_professional,92,TRUE
Bexley,Croydon,3_associate_professional,91,TRUE
Bexley,Croydon,4_administrative,60,FALSE
Bexley,Croydon,5_trade,82,FALSE
Bexley,Croydon,6_caring_leisure,32,FALSE
Bexley,Croydon,7_sales_customer,35,FALSE
Bexley,Croydon,8_machine_operatives,30,FALSE
Bexley,Croydon,9_elementary,30,FALSE
Bexley,Ealing,1_managers_senior,14,TRUE
Bexley,Ealing,2_professional,29,TRUE
Bexley,Ealing,3_associate_professional,32,TRUE
Bexley,Ealing,4_administrative,16,FALSE
Bexley,Ealing,5_trade,32,FALSE
Bexley,Ealing,6_caring_leisure,9,FALSE
Bexley,Ealing,7_sales_customer,11,FALSE
Bexley,Ealing,8_machine_operatives,23,FALSE
Bexley,Ealing,9_elementary,11,FALSE
Bexley,Enfield,1_managers_senior,24,TRUE
Bexley,Enfield,2_professional,26,TRUE
Bexley,Enfield,3_associate_professional,18,TRUE
Bexley,Enfield,4_administrative,17,FALSE
Bexley,Enfield,5_trade,18,FALSE
Bexley,Enfield,6_caring_leisure,11,FALSE
Bexley,Enfield,7_sales_customer,23,FALSE
Bexley,Enfield,8_machine_operatives,15,FALSE
Bexley,Enfield,9_elementary,23,FALSE
Bexley,Greenwich,1_managers_senior,868,TRUE
Bexley,Greenwich,2_professional,1844,TRUE
Bexley,Greenwich,3_associate_professional,1283,TRUE
Bexley,Greenwich,4_administrative,2052,FALSE
Bexley,Greenwich,5_trade,876,FALSE
Bexley,Greenwich,6_caring_leisure,1454,FALSE
Bexley,Greenwich,7_sales_customer,862,FALSE
Bexley,Greenwich,8_machine_operatives,629,FALSE
Bexley,Greenwich,9_elementary,939,FALSE
Bexley,Hackney,1_managers_senior,86,TRUE
Bexley,Hackney,2_professional,142,TRUE
Bexley,Hackney,3_associate_professional,128,TRUE
Bexley,Hackney,4_administrative,138,FALSE
Bexley,Hackney,5_trade,51,FALSE
Bexley,Hackney,6_caring_leisure,28,FALSE
Bexley,Hackney,7_sales_customer,34,FALSE
Bexley,Hackney,8_machine_operatives,19,FALSE
Bexley,Hackney,9_elementary,31,FALSE
Bexley,Hammersmith and Fulham,1_managers_senior,62,TRUE
Bexley,Hammersmith and Fulham,2_professional,89,TRUE
Bexley,Hammersmith and Fulham,3_associate_professional,98,TRUE
Bexley,Hammersmith and Fulham,4_administrative,83,FALSE
Bexley,Hammersmith and Fulham,5_trade,32,FALSE
Bexley,Hammersmith and Fulham,6_caring_leisure,23,FALSE
Bexley,Hammersmith and Fulham,7_sales_customer,26,FALSE
Bexley,Hammersmith and Fulham,8_machine_operatives,7,FALSE
Bexley,Hammersmith and Fulham,9_elementary,28,FALSE
Bexley,Haringey,1_managers_senior,17,TRUE
Bexley,Haringey,2_professional,27,TRUE
Bexley,Haringey,3_associate_professional,18,TRUE
Bexley,Haringey,4_administrative,18,FALSE
Bexley,Haringey,5_trade,14,FALSE
Bexley,Haringey,6_caring_leisure,10,FALSE
Bexley,Haringey,7_sales_customer,7,FALSE
Bexley,Haringey,8_machine_operatives,8,FALSE
Bexley,Haringey,9_elementary,16,FALSE
Bexley,Harrow,1_managers_senior,7,TRUE
Bexley,Harrow,2_professional,10,TRUE
Bexley,Harrow,3_associate_professional,11,TRUE
Bexley,Harrow,4_administrative,3,FALSE
Bexley,Harrow,5_trade,3,FALSE
Bexley,Harrow,6_caring_leisure,3,FALSE
Bexley,Harrow,7_sales_customer,2,FALSE
Bexley,Harrow,8_machine_operatives,5,FALSE
Bexley,Harrow,9_elementary,1,FALSE
Bexley,Havering,1_managers_senior,45,TRUE
Bexley,Havering,2_professional,76,TRUE
Bexley,Havering,3_associate_professional,28,TRUE
Bexley,Havering,4_administrative,29,FALSE
Bexley,Havering,5_trade,45,FALSE
Bexley,Havering,6_caring_leisure,27,FALSE
Bexley,Havering,7_sales_customer,41,FALSE
Bexley,Havering,8_machine_operatives,34,FALSE
Bexley,Havering,9_elementary,33,FALSE
Bexley,Hillingdon,1_managers_senior,10,TRUE
Bexley,Hillingdon,2_professional,26,TRUE
Bexley,Hillingdon,3_associate_professional,17,TRUE
Bexley,Hillingdon,4_administrative,7,FALSE
Bexley,Hillingdon,5_trade,11,FALSE
Bexley,Hillingdon,6_caring_leisure,7,FALSE
Bexley,Hillingdon,7_sales_customer,8,FALSE
Bexley,Hillingdon,8_machine_operatives,17,FALSE
Bexley,Hillingdon,9_elementary,15,FALSE
Bexley,Hounslow,1_managers_senior,14,TRUE
Bexley,Hounslow,2_professional,41,TRUE
Bexley,Hounslow,3_associate_professional,33,TRUE
Bexley,Hounslow,4_administrative,19,FALSE
Bexley,Hounslow,5_trade,24,FALSE
Bexley,Hounslow,6_caring_leisure,5,FALSE
Bexley,Hounslow,7_sales_customer,6,FALSE
Bexley,Hounslow,8_machine_operatives,10,FALSE
Bexley,Hounslow,9_elementary,11,FALSE
Bexley,Islington,1_managers_senior,174,TRUE
Bexley,Islington,2_professional,326,TRUE
Bexley,Islington,3_associate_professional,290,TRUE
Bexley,Islington,4_administrative,335,FALSE
Bexley,Islington,5_trade,91,FALSE
Bexley,Islington,6_caring_leisure,54,FALSE
Bexley,Islington,7_sales_customer,46,FALSE
Bexley,Islington,8_machine_operatives,44,FALSE
Bexley,Islington,9_elementary,72,FALSE
Bexley,Kensington and Chelsea,1_managers_senior,63,TRUE
Bexley,Kensington and Chelsea,2_professional,86,TRUE
Bexley,Kensington and Chelsea,3_associate_professional,79,TRUE
Bexley,Kensington and Chelsea,4_administrative,111,FALSE
Bexley,Kensington and Chelsea,5_trade,35,FALSE
Bexley,Kensington and Chelsea,6_caring_leisure,40,FALSE
Bexley,Kensington and Chelsea,7_sales_customer,77,FALSE
Bexley,Kensington and Chelsea,8_machine_operatives,22,FALSE
Bexley,Kensington and Chelsea,9_elementary,42,FALSE
Bexley,Kingston upon Thames,1_managers_senior,10,TRUE
Bexley,Kingston upon Thames,2_professional,17,TRUE
Bexley,Kingston upon Thames,3_associate_professional,15,TRUE
Bexley,Kingston upon Thames,4_administrative,8,FALSE
Bexley,Kingston upon Thames,5_trade,10,FALSE
Bexley,Kingston upon Thames,6_caring_leisure,4,FALSE
Bexley,Kingston upon Thames,7_sales_customer,11,FALSE
Bexley,Kingston upon Thames,8_machine_operatives,1,FALSE
Bexley,Kingston upon Thames,9_elementary,1,FALSE
Bexley,Lambeth,1_managers_senior,150,TRUE
Bexley,Lambeth,2_professional,389,TRUE
Bexley,Lambeth,3_associate_professional,286,TRUE
Bexley,Lambeth,4_administrative,298,FALSE
Bexley,Lambeth,5_trade,174,FALSE
Bexley,Lambeth,6_caring_leisure,120,FALSE
Bexley,Lambeth,7_sales_customer,136,FALSE
Bexley,Lambeth,8_machine_operatives,85,FALSE
Bexley,Lambeth,9_elementary,86,FALSE
Bexley,Lewisham,1_managers_senior,324,TRUE
Bexley,Lewisham,2_professional,541,TRUE
Bexley,Lewisham,3_associate_professional,420,TRUE
Bexley,Lewisham,4_administrative,545,FALSE
Bexley,Lewisham,5_trade,335,FALSE
Bexley,Lewisham,6_caring_leisure,306,FALSE
Bexley,Lewisham,7_sales_customer,180,FALSE
Bexley,Lewisham,8_machine_operatives,237,FALSE
Bexley,Lewisham,9_elementary,201,FALSE
Bexley,Merton,1_managers_senior,21,TRUE
Bexley,Merton,2_professional,22,TRUE
Bexley,Merton,3_associate_professional,34,TRUE
Bexley,Merton,4_administrative,26,FALSE
Bexley,Merton,5_trade,26,FALSE
Bexley,Merton,6_caring_leisure,8,FALSE
Bexley,Merton,7_sales_customer,15,FALSE
Bexley,Merton,8_machine_operatives,28,FALSE
Bexley,Merton,9_elementary,11,FALSE
Bexley,Newham,1_managers_senior,109,TRUE
Bexley,Newham,2_professional,156,TRUE
Bexley,Newham,3_associate_professional,124,TRUE
Bexley,Newham,4_administrative,127,FALSE
Bexley,Newham,5_trade,70,FALSE
Bexley,Newham,6_caring_leisure,49,FALSE
Bexley,Newham,7_sales_customer,44,FALSE
Bexley,Newham,8_machine_operatives,100,FALSE
Bexley,Newham,9_elementary,67,FALSE
Bexley,Redbridge,1_managers_senior,17,TRUE
Bexley,Redbridge,2_professional,34,TRUE
Bexley,Redbridge,3_associate_professional,17,TRUE
Bexley,Redbridge,4_administrative,14,FALSE
Bexley,Redbridge,5_trade,24,FALSE
Bexley,Redbridge,6_caring_leisure,15,FALSE
Bexley,Redbridge,7_sales_customer,4,FALSE
Bexley,Redbridge,8_machine_operatives,11,FALSE
Bexley,Redbridge,9_elementary,6,FALSE
Bexley,Richmond upon Thames,1_managers_senior,8,TRUE
Bexley,Richmond upon Thames,2_professional,29,TRUE
Bexley,Richmond upon Thames,3_associate_professional,15,TRUE
Bexley,Richmond upon Thames,4_administrative,18,FALSE
Bexley,Richmond upon Thames,5_trade,12,FALSE
Bexley,Richmond upon Thames,6_caring_leisure,6,FALSE
Bexley,Richmond upon Thames,7_sales_customer,0,FALSE
Bexley,Richmond upon Thames,8_machine_operatives,1,FALSE
Bexley,Richmond upon Thames,9_elementary,2,FALSE
Bexley,Southwark,1_managers_senior,449,TRUE
Bexley,Southwark,2_professional,769,TRUE
Bexley,Southwark,3_associate_professional,716,TRUE
Bexley,Southwark,4_administrative,964,FALSE
Bexley,Southwark,5_trade,386,FALSE
Bexley,Southwark,6_caring_leisure,210,FALSE
Bexley,Southwark,7_sales_customer,152,FALSE
Bexley,Southwark,8_machine_operatives,227,FALSE
Bexley,Southwark,9_elementary,304,FALSE
Bexley,Sutton,1_managers_senior,22,TRUE
Bexley,Sutton,2_professional,25,TRUE
Bexley,Sutton,3_associate_professional,12,TRUE
Bexley,Sutton,4_administrative,12,FALSE
Bexley,Sutton,5_trade,20,FALSE
Bexley,Sutton,6_caring_leisure,10,FALSE
Bexley,Sutton,7_sales_customer,7,FALSE
Bexley,Sutton,8_machine_operatives,10,FALSE
Bexley,Sutton,9_elementary,18,FALSE
Bexley,Tower Hamlets,1_managers_senior,550,TRUE
Bexley,Tower Hamlets,2_professional,713,TRUE
Bexley,Tower Hamlets,3_associate_professional,713,TRUE
Bexley,Tower Hamlets,4_administrative,916,FALSE
Bexley,Tower Hamlets,5_trade,235,FALSE
Bexley,Tower Hamlets,6_caring_leisure,88,FALSE
Bexley,Tower Hamlets,7_sales_customer,143,FALSE
Bexley,Tower Hamlets,8_machine_operatives,112,FALSE
Bexley,Tower Hamlets,9_elementary,186,FALSE
Bexley,Waltham Forest,1_managers_senior,35,TRUE
Bexley,Waltham Forest,2_professional,30,TRUE
Bexley,Waltham Forest,3_associate_professional,36,TRUE
Bexley,Waltham Forest,4_administrative,21,FALSE
Bexley,Waltham Forest,5_trade,35,FALSE
Bexley,Waltham Forest,6_caring_leisure,16,FALSE
Bexley,Waltham Forest,7_sales_customer,10,FALSE
Bexley,Waltham Forest,8_machine_operatives,37,FALSE
Bexley,Waltham Forest,9_elementary,21,FALSE
Bexley,Wandsworth,1_managers_senior,60,TRUE
Bexley,Wandsworth,2_professional,82,TRUE
Bexley,Wandsworth,3_associate_professional,88,TRUE
Bexley,Wandsworth,4_administrative,79,FALSE
Bexley,Wandsworth,5_trade,58,FALSE
Bexley,Wandsworth,6_caring_leisure,40,FALSE
Bexley,Wandsworth,7_sales_customer,30,FALSE
Bexley,Wandsworth,8_machine_operatives,50,FALSE
Bexley,Wandsworth,9_elementary,112,FALSE
Bexley,Westminster,1_managers_senior,751,TRUE
Bexley,Westminster,2_professional,1006,TRUE
Bexley,Westminster,3_associate_professional,1203,TRUE
Bexley,Westminster,4_administrative,2435,FALSE
Bexley,Westminster,5_trade,339,FALSE
Bexley,Westminster,6_caring_leisure,283,FALSE
Bexley,Westminster,7_sales_customer,402,FALSE
Bexley,Westminster,8_machine_operatives,124,FALSE
Bexley,Westminster,9_elementary,455,FALSE
Brent,Barking and Dagenham,1_managers_senior,6,TRUE
Brent,Barking and Dagenham,2_professional,12,TRUE
Brent,Barking and Dagenham,3_associate_professional,7,TRUE
Brent,Barking and Dagenham,4_administrative,8,FALSE
Brent,Barking and Dagenham,5_trade,4,FALSE
Brent,Barking and Dagenham,6_caring_leisure,0,FALSE
Brent,Barking and Dagenham,7_sales_customer,1,FALSE
Brent,Barking and Dagenham,8_machine_operatives,8,FALSE
Brent,Barking and Dagenham,9_elementary,10,FALSE
Brent,Barnet,1_managers_senior,500,TRUE
Brent,Barnet,2_professional,961,TRUE
Brent,Barnet,3_associate_professional,444,TRUE
Brent,Barnet,4_administrative,824,FALSE
Brent,Barnet,5_trade,354,FALSE
Brent,Barnet,6_caring_leisure,642,FALSE
Brent,Barnet,7_sales_customer,1456,FALSE
Brent,Barnet,8_machine_operatives,356,FALSE
Brent,Barnet,9_elementary,731,FALSE
Brent,Bexley,1_managers_senior,0,TRUE
Brent,Bexley,2_professional,11,TRUE
Brent,Bexley,3_associate_professional,2,TRUE
Brent,Bexley,4_administrative,2,FALSE
Brent,Bexley,5_trade,6,FALSE
Brent,Bexley,6_caring_leisure,2,FALSE
Brent,Bexley,7_sales_customer,2,FALSE
Brent,Bexley,8_machine_operatives,7,FALSE
Brent,Bexley,9_elementary,5,FALSE
Brent,Brent,1_managers_senior,2214,TRUE
Brent,Brent,2_professional,4156,TRUE
Brent,Brent,3_associate_professional,1980,TRUE
Brent,Brent,4_administrative,3633,FALSE
Brent,Brent,5_trade,1804,FALSE
Brent,Brent,6_caring_leisure,3412,FALSE
Brent,Brent,7_sales_customer,3001,FALSE
Brent,Brent,8_machine_operatives,2816,FALSE
Brent,Brent,9_elementary,4322,FALSE
Brent,Bromley,1_managers_senior,6,TRUE
Brent,Bromley,2_professional,26,TRUE
Brent,Bromley,3_associate_professional,12,TRUE
Brent,Bromley,4_administrative,9,FALSE
Brent,Bromley,5_trade,8,FALSE
Brent,Bromley,6_caring_leisure,5,FALSE
Brent,Bromley,7_sales_customer,7,FALSE
Brent,Bromley,8_machine_operatives,6,FALSE
